epoch,train_loss,val_loss,train_f1,val_f1,end_step
1,0.639108385828634,0.5374450854129261,0.7123607902554855,0.7711591418214288,1440
2,0.48440904593509104,0.49061099510225986,0.7946970025223673,0.7967230145351,2880
3,0.4004042475587792,0.4872095507466131,0.8361418466337648,0.8061702891222463,4320
