epoch,train_loss,val_loss,train_f1,val_f1,end_step
1,0.7258205489152008,0.5880285369025336,0.6600837898415526,0.7490092437562779,1440
2,0.5297107636100716,0.5401353097624249,0.7751374108104643,0.7776995245921218,2880
3,0.42721024204252495,0.5347486286527581,0.8265362447967995,0.7892183915615537,4320
